Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,596944,1.725096629,238509.50000000006,3.8937436606580835
2,664403,1.984271433,138298.25,7.7117843867249745
3,266310,0.623974376,143550.00000000006,2.748410667107
4,227391,0.545628441,43014.75,7.496550757844244
5,288004,0.532755236,295863.25,1.585573682044591
